"ObjectID","Meter Number","Status","Pay By Cell Number","Meter_Hours","Parking_Facility_Name","Facility","Borough","On_Street","Side_of_Street","From_Street","To_Street","Latitude","Longitude","X","Y","Location"
"13143","1023190","Inactive","107606","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","EAST HOUSTON STREET","S","ORCHARD STREET","LUDLOW STREET","40.72244207622","-73.98750644172","987,713.058022559","202,481.913655475","POINT (-73.9875064417184 40.7224420762189)"
"1470","1273049","Active","109265","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","PARK AVENUE","W","EAST 98 STREET","EAST 99 STREET","40.78820932623","-73.95156547266","997,662.195604548","226,446.522222221","POINT (-73.9515654726587 40.7882093262333)"
"13163","4113106","Active","464319","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","CORNAGA AVENUE","N","NAMEOKE STREET","MOTT AVENUE","40.60280470217","-73.74897693774","1,053,955.26248014","158,994.280814648","POINT (-73.7489769377438 40.602804702169)"
"7273","1033008","Active","112165","1HR Com Mon-Fri 0700-1600 / 3HR Pas Mon-Fri 1600-2200, Sat 0700-2200",,"On Street","Manhattan","COLUMBUS AVENUE","E","WEST 75 STREET","WEST 76 STREET","40.77969123245","-73.97700665868","990,617.991517141","223,340.218395472","POINT (-73.9770066586755 40.7796912324512)"
"13200","1433789","Inactive","101330","3HR Com Mon-Sat 0700-2200",,"On Street","Manhattan","WEST 45 STREET","N","7 AVENUE","8 AVENUE","40.75900263117","-73.98789301946","987,604.062505633","215,802.069101721","POINT (-73.9878930194554 40.7590026311705)"
"12056","3453015","Active","315487","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","18 AVENUE","E","73 STREET","74 STREET","40.61427503668","-73.99497731968","985,644.483747631","163,073.385517314","POINT (-73.994977319679 40.6142750366777)"
"366","4221278","Active","467585","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","JUNCTION BOULEVARD","W","41 AVENUE","41 AVENUE","40.74705181728","-73.86851811046","1,020,681.66301697","211,475.110564053","POINT (-73.8685181104648 40.7470518172762)"
"5089","4043020","Active","465440","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","75 ROAD","E","AUSTIN STREET","CONNECTOR","40.71779301635","-73.83702290156","1,029,428.3377808","200,829.899242982","POINT (-73.8370229015625 40.7177930163487)"
"9274","3743022","Active","342858","15HR Pas Mon - Sat 0700-2200","Gowanus","Off Street","Brooklyn","GOWANUS EXPRESSWAY","C","GOWANUS EXPWY WB EN PROSPECT AVE","GOWANUS EXPRESSWAY EXIT 23 WB","40.65973672911","-74.00204915532","983,681.465363964","179,636.275291726","POINT (-74.0020491553203 40.6597367291131)"
"10167","2083013","Inactive","206514","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WHITE PLAINS ROAD","E","EAST 215 STREET","EAST 216 STREET","40.88081393958","-73.86419656982","1,021,803.54266298","260,211.217487976","POINT (-73.8641965698245 40.8808139395826)"
"2745","2253186","Active","204338","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EAST KINGSBRIDGE ROAD","N","CRESTON AVENUE","GRAND CONCOURSE","40.86653544472","-73.89499200292","1,013,293.96322547","254,997.295829222","POINT (-73.8949920029218 40.8665354447221)"
"1370","3149800","Active","302052","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","9 STREET","N","5 AVENUE","6 AVENUE","40.66834091746","-73.98439228665","988,579.774793059","182,771.402223557","POINT (-73.9843922866532 40.6683409174553)"
"12598","3403147","Active","332177","2HR Pas Mon-Fri 1000-2100 / 2HR Pas Sat 0900-2100",,"On Street","Brooklyn","FULTON STREET","N","CLINTON AVENUE","WAVERLY AVENUE","40.68342099065","-73.96632352397","993,590.163066223","188,266.914526477","POINT (-73.9663235239711 40.6834209906516)"
"4836","1083051","Inactive","109349","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","WEST 79 STREET","S","AMSTERDAM AVENUE","BROADWAY","40.78320579516","-73.97868647567","990,152.455702811","224,620.575086728","POINT (-73.9786864756728 40.7832057951583)"
"139","4122296","Active","402899","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","ROOSEVELT AVENUE","S","78 STREET","79 STREET","40.74724525959","-73.88704193193","1,015,548.90162897","211,538.426382303","POINT (-73.8870419319266 40.7472452595869)"
"12711","3013578","Active","342558","2HR Pas Mon-Sat 1000-1900",,"On Street","Brooklyn","STATE STREET","N","COURT STREET","BOERUM PLACE","40.69032121371","-73.99185035882","986,510.067318305","190,779.176562309","POINT (-73.9918503588174 40.690321213711)"
"6670","1443508","Inactive","105678","3HR Com Mon-Fri 0800-1800",,"On Street","Manhattan","WEST 27 STREET","S","BROADWAY","AVENUE OF THE AMERICAS","40.74516754057","-73.99049241053","986,884.486188889","210,761.409563646","POINT (-73.9904924105265 40.745167540565)"
"12608","4173011","Active","468261","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","SAUNDERS STREET","S","63 AVENUE","63 DRIVE","40.72939497356","-73.86323517863","1,022,155.52686714","205,044.413451731","POINT (-73.8632351786253 40.7293949735623)"
"6356","4173025","Inactive","463653","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","SAUNDERS STREET","N","63 DRIVE","64 ROAD","40.72921914147","-73.86250291042","1,022,358.58157913","204,980.670140892","POINT (-73.8625029104244 40.7292191414717)"
"12058","3183009","Active","305345","1 HR Pas Mon-Sat 0800-2200",,"On Street","Brooklyn","COURT STREET","E","WYCKOFF STREET","WARREN STREET","40.68687651864","-73.99365295647","986,010.259918973","189,524.132156387","POINT (-73.9936529564741 40.6868765186446)"
"2890","3123102","Active","313610","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","8 AVENUE","E","41 STREET","42 STREET","40.64588485913","-73.99865045588","984,624.506456882","174,589.652182892","POINT (-73.9986504558751 40.6458848591319)"
"12491","4413063","Active","464057","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","BROADWAY","N","VIETOR AVENUE","45 AVENUE","40.74210822817","-73.88124341067","1,017,158.11691447","209,668.968507066","POINT (-73.8812434106661 40.742108228171)"
"13860","3043086","Inactive","330292","Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,"On Street","Brooklyn","BEVERLEY ROAD","N","EAST 23 STREET","BEDFORD AVENUE","40.64480224824","-73.95525619847","996,666.869839311","174,198.395747557","POINT (-73.9552561984671 40.6448022482378)"
"1824","3091500","Active","316280","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","5 AVENUE","E","76 STREET","77 STREET","40.62851202864","-74.02295653065","977,877.768638059","168,261.09266156","POINT (-74.0229565306472 40.6285120286439)"
"1191","3383079","Active","332633","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","FLATLANDS AVENUE","N","EAST 92 STREET","EAST 93 STREET","40.64131724842","-73.90447731966","1,010,759.91678439","172,939.998329982","POINT (-73.904477319662 40.6413172484167)"
"10260","3013663","Active","300566","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","DEKALB AVENUE","N","BOND STREET","FLATBUSH AVENUE EXTENSION","40.68999080815","-73.98217196737","989,194.113787472","190,659.198127732","POINT (-73.9821719673717 40.6899908081506)"
"10374","2073016","Active","204858","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EAST GUN HILL ROAD","N","KINGS COLLEGE PLACE","PUTNAM PLACE","40.87980932103","-73.87563882974","1,018,639.95154922","259,840.496444643","POINT (-73.8756388297358 40.8798093210338)"
"11446","4072163","Active","426410","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","35 AVENUE","S","37 STREET","38 STREET","40.75563403327","-73.92331747288","1,005,494.84824631","214,583.846144482","POINT (-73.9233174728753 40.7556340332713)"
"1169","1433082","Active","103174","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 55 STREET","S","5 AVENUE","AVENUE OF THE AMERICAS","40.7624725226","-73.97695378099","990,634.286432058","217,066.872346386","POINT (-73.9769537809945 40.7624725226025)"
"2296","3193069","Inactive","325531","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BROADWAY","W","HALSEY STREET","THOMAS S BOYLAND STREET","40.68543734544","-73.91507081471","1,007,804.37512331","189,011.154179722","POINT (-73.9150708147052 40.6854373454391)"
"2307","3113046","Active","301307","2HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri",,"On Street","Brooklyn","42 STREET","S","12 AVENUE","13 AVENUE","40.63903175264","-73.98826345033","987,507.296294972","172,093.094183892","POINT (-73.9882634503267 40.6390317526411)"
"7891","3163033","Active","309849","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","CHURCH AVENUE","N","EAST 19 STREET","OCEAN AVENUE","40.64995485006","-73.96183309771","994,840.894160554","176,074.766010568","POINT (-73.9618330977053 40.6499548500643)"
"4572","3743004","Active","342836","4HR Pas Mon-Sat 0700-2200","Gowanus","Off Street","Brooklyn","GOWANUS EXPRESSWAY","S","GOWANUS EXPRESSWAY EXIT 24 EB","GOWANUS EXPRESSWAY EXIT 23 EB","40.65513596388","-74.00676879678","982,371.879400477","177,960.154300138","POINT (-74.006768796776 40.6551359638839)"
"3054","1218166","Active","114831","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","BROADWAY","E","WEST 102 STREET","WEST 103 STREET","40.79886210054","-73.96851455835","992,967.36280264","230,325.55514656","POINT (-73.9685145583544 40.7988621005374)"
"4102","1443145","Active","104320","3HR Com Mon-Fri 0800-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 36 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.75067415822","-73.98574660312","988,199.189596221","212,767.825498313","POINT (-73.9857466031168 40.7506741582196)"
"4451","3463025","Active","318880","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","13 AVENUE","E","66 STREET","67 STREET","40.62525308725","-74.00217611201","983,645.929345801","167,072.946087733","POINT (-74.0021761120121 40.6252530872495)"
"13741","1443640","Active","105574","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","MADISON AVENUE","W","EAST 32 STREET","EAST 33 STREET","40.74685388356","-73.98371670544","988,761.872197881","211,376.074672893","POINT (-73.9837167054443 40.7468538835597)"
"9787","3193032","Active","329465","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","MOORE STREET","N","GRAHAM AVENUE","HUMBOLDT STREET","40.7039025292","-73.94157189641","1,000,450.0433753","195,732.549529567","POINT (-73.9415718964092 40.7039025292044)"
"15279","3103061","Active","304559","2HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri",,"On Street","Brooklyn","18 AVENUE","E","50 STREET","51 STREET","40.62744229262","-73.98174890054","989,316.187690303","167,871.052103058","POINT (-73.9817489005394 40.6274422926203)"
"3346","3333045","Active","320436","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","W","AVENUE P","TROY AVENUE","40.61889638599","-73.93294736664","1,002,865.02607813","164,764.148868054","POINT (-73.9329473666407 40.6188963859925)"
"9654","1218178","Active","110492","6HR Pas Mon-Fri 0800-2200",,"On Street","Manhattan","BROADWAY","E","WEST 115 STREET","WEST 116 STREET","40.80761160908","-73.96397981251","994,221.585359797","233,513.792208388","POINT (-73.963979812514 40.8076116090845)"
"14368","1243136","Active","104732","2HR Pas Mon-Sat 1000-1900",,"On Street","Manhattan","BOWERY","E","PRINCE STREET","STANTON STREET","40.72260902974","-73.99302283825","986,183.977091223","202,542.570030227","POINT (-73.9930228382487 40.7226090297393)"
"761","1433120","Inactive","106592","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 55 STREET","S","AVENUE OF THE AMERICAS","7 AVENUE","40.76320861688","-73.97871103434","990,147.425201058","217,334.932505816","POINT (-73.9787110343407 40.7632086168751)"
"4006","5013001","Active","514709","2HR Pas Mon-Sat 0800-1900",,"On Street","Staten Island","PORT RICHMOND AVENUE","E","POST AVENUE","PALMER AVENUE","40.63354145616","-74.13632103088","946,413.126514971","170,122.054162726","POINT (-74.1363210308822 40.6335414561648)"
"5858","2083061","Active","207578","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WHITE PLAINS ROAD","W","NEREID AVENUE","EAST 239 STREET","40.89891414456","-73.85404294096","1,024,600.32151823","266,810.363738477","POINT (-73.8540429409647 40.8989141445582)"
"4465","1403177","Active","103666","3HR Com Mon-Sat 0700-1900 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","8 AVENUE","W","WEST 52 STREET","WEST 53 STREET","40.76407209842","-73.98494368154","988,420.816121474","217,649.16908206","POINT (-73.9849436815434 40.7640720984155)"
"9887","3149860","Inactive","301550","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","PROSPECT AVENUE","N","5 AVENUE","6 AVENUE","40.66395025902","-73.99011601037","986,992.122784644","181,171.530423313","POINT (-73.9901160103735 40.6639502590233)"
"15565","1208010","Active","114227","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","3 AVENUE","W","EAST 76 STREET","EAST 77 STREET","40.77262994052","-73.95864278711","995,705.068613306","220,769.420715556","POINT (-73.9586427871093 40.7726299405244)"
"10786","4343127","Active","426802","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","35 AVENUE","S","43 STREET","44 STREET","40.7538083313","-73.91943913423","1,006,569.95108297","213,919.64832589","POINT (-73.9194391342321 40.7538083313007)"
"2342","1263069","Inactive","111091","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","2 AVENUE","E","EAST 110 STREET","EAST 111 STREET","40.79359588102","-73.94014399658","1,000,823.62005597","228,410.984172553","POINT (-73.9401439965788 40.7935958810204)"
"10639","4063061","Inactive","445225","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","COLLEGE POINT BOULEVARD","E","36 ROAD","37 AVENUE","40.76089200502","-73.83499314979","1,029,961.41939181","216,533.251366392","POINT (-73.8349931497885 40.7608920050181)"
"102","1263087","Active","109384","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","2 AVENUE","E","EAST 96 STREET","EAST 97 STREET","40.78471350409","-73.94662400554","999,031.332630053","225,173.670109138","POINT (-73.9466240055382 40.7847135040915)"
"2337","3123108","Active","305742","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","8 AVENUE","W","49 STREET","50 STREET","40.64133003247","-74.00358966936","983,253.777571052","172,930.222102806","POINT (-74.0035896693603 40.6413300324655)"
"9078","3083006","Active","313510","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BRIGHTON 1 ROAD","E","BRIGHTON BEACH AVENUE","BRIGHTWATER COURT","40.57626624701","-73.96638975367","993,586.773309216","149,227.567080393","POINT (-73.9663897536701 40.5762662470122)"
"3009","1264983","Active","106607","3HR Com Mon-Sat 0800-1500",,"On Street","Manhattan","2 AVENUE","E","EAST 63 STREET","EAST 64 STREET","40.76335500349","-73.96221569449","994,716.906875715","217,389.806739897","POINT (-73.9622156944927 40.7633550034882)"
"2110","2013110","Active","214415","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","EAST 192 STREET","S","GRAND CONCOURSE","VALENTINE AVENUE","40.86400555137","-73.8950352303","1,013,283.11154114","254,075.543407649","POINT (-73.8950352302968 40.8640055513721)"
"4825","3091513","Active","302882","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FT HAMILTON PARKWAY","W","90 STREET","92 STREET","40.61718279533","-74.02738999492","976,645.845248893","164,133.907018304","POINT (-74.0273899949242 40.6171827953349)"
"12565","4063035","Inactive","436079","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","NORTHERN BOULEVARD","S","PARSONS BOULEVARD","146 STREET","40.7646271928","-73.82288343319","1,033,313.38676922","217,900.651518732","POINT (-73.8228834331903 40.7646271927959)"
"5594","4033076","Active","417792","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","95 AVENUE","S","WALTHAM STREET","SUTPHIN BOULEVARD","40.69822925254","-73.80681830331","1,037,816.96011114","193,719.26976347","POINT (-73.8068183033092 40.6982292525377)"
"2132","1193022","Active","112892","3HR Com Mon-Fri 0700-1000 / 2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0900-1900",,"On Street","Manhattan","LEXINGTON AVENUE","E","EAST 87 STREET","EAST 88 STREET","40.78031784932","-73.95487669706","996,746.752553552","223,570.899036482","POINT (-73.954876697057 40.7803178493235)"
"1455","3403142","Active","307337","2HR Pas Mon-Fri 1000-2100 / 2HR Pas Sat 0900-2100",,"On Street","Brooklyn","FULTON STREET","N","WASHINGTON AVENUE","ST JAMES PLACE","40.68295727711","-73.96410678357","994,205.044710472","188,098.214404553","POINT (-73.9641067835714 40.6829572771059)"
"7855","4303012","Active","419354","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","SPRINGFIELD BOULEVARD","E","94 DRIVE","SPRINGFIELD BOULEVARD","40.71907244929","-73.73530090382","1,057,624.87554772","201,364.869301647","POINT (-73.735300903816 40.7190724492872)"
"13691","4383131","Inactive","433213","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","150 STREET","W","14 AVENUE","CROSS ISLAND PARKWAY","40.78848577214","-73.81372903109","1,035,830.77674755","226,598.374936894","POINT (-73.8137290310853 40.7884857721405)"
"4910","1183091","Active","104213","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","EAST 65 STREET","S","5 AVENUE","MADISON AVENUE","40.76772282709","-73.96969782502","992,643.676770225","218,980.343585059","POINT (-73.9696978250174 40.7677228270933)"
"2032","2262779","Active","208629","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","KIMBERLY PLACE","N","BROADWAY","GODWIN TERRACE","40.87786581134","-73.90592377266","1,010,265.93352039","259,121.956871226","POINT (-73.9059237726606 40.8778658113439)"
"5137","4072195","Active","421470","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","BROADWAY","S","36 STREET","37 STREET","40.75987336794","-73.92105862751","1,006,119.26792923","216,128.929340392","POINT (-73.9210586275113 40.7598733679354)"
"8155","1443254","Active","106949","3HR Com Mon-Sat 0700-1900 / 2HR Pas Mon-Sat 1900-2200",,"On Street","Manhattan","3 AVENUE","W","EAST 38 STREET","EAST 39 STREET","40.7485699666","-73.97619275392","990,846.48351422","212,001.775849313","POINT (-73.976192753915 40.7485699665995)"
"12722","1403048","Active","102365","3HR Com Mon-Sat 0700-1800 / 6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","WEST 47 STREET","N","8 AVENUE","9 AVENUE","40.7606411258","-73.98791231933","987,598.633382633","216,399.025584981","POINT (-73.9879123193263 40.760641125801)"
