"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-25-00736","06/16/2025","25","BROAD STREET","MANHATTAN","25","7502","1000824","10004","Broad Exchange Building - Individual Landmark","Restaurant space at corner of exchange and broad - former Bobby vans - has been doing interior construction work for over a month with no visibly posted permit.","No Warning Letter Issued","Closed","01","MN-01",,"40.70611385495","-74.01126037587"
"CMP-25-00741","06/17/2025","789","SAINT MARKS AVENUE","BROOKLYN","1221","23","3030735","11213","Crown Heights North - Historic District","Inquiring about the missing final Landmarks Signoff for interior renovation work completed in Apartment 18B in 2018-2019 under DOB Job No. 340648035.","No Warning Letter Issued","Closed","36","BK-08",,"40.67500077597","-73.9460568828"
"CMP-25-00742","06/17/2025","69","HUDSON AVENUE","BROOKLYN","44","28","3000121","11201","Vinegar Hill - Historic District","Work being done without permits or in non-compliance","No Warning Letter Issued","Closed","33","BK-02",,"40.70275326573","-73.98112305043"
"CMP-25-00751","06/17/2025","540","48TH STREET","BROOKLYN","775","23","3012651","11220","Central Sunset Park - Historic District","Call was received about the house being painted and stainless steel on the windows and doors.","Warning Letter Issued","Closed","38","BK-07",,"40.64564124281","-74.00819799398"
"CMP-25-00743","06/17/2025","110","MIDWOOD STREET","BROOKLYN","5034","52","3115089","11225","Prospect Lefferts Gardens - Historic District","homeowner planted this tree in their yard.","No Warning Letter Issued","Closed","40","BK-09",,"40.65967598934","-73.9575020275"
"CMP-25-00769","06/18/2025","90","GREENE AVENUE","BROOKLYN","1959","39","3055930","11238","Fort Greene - Historic District","FTM based on DOB IED","Warning Letter Issued","Closed","35","BK-02",,"40.68636703993","-73.96871681879"
"CMP-25-00759","06/18/2025","34-24","88TH STREET","QUEENS","1448","18","4035621","11372","Jackson Heights - Historic District","Installation of fence at side yard","Warning Letter Issued","Closed","25","QN-03",,"40.75348879501","-73.87931780633"
"CMP-25-00747","06/18/2025","489","WILLOUGHBY AVENUE","BROOKLYN","1758","65","3048787","11206","Willoughby-Hart - Historic District","Permit is posted but the work is outside of the approved plans on the 6th floor roof. A condo building","No Warning Letter Issued","Closed","36","BK-03",,"40.69377958312","-73.95009135814"
"CMP-25-00756","06/18/2025","149","CHRISTOPHER STREET","MANHATTAN","630","26","1011730","10014","Greenwich Village  Extension - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.73278495918","-74.00792366524"
"CMP-25-00755","06/18/2025","149","CHRISTOPHER STREET","MANHATTAN","630","26","1011730","10014","Greenwich Village  Extension - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.73278495918","-74.00792366524"
"CMP-25-00754","06/18/2025","470","WILLOUGHBY AVENUE","BROOKLYN","1766","21","3259363","11206","Willoughby-Hart - Historic District","Rear yard work being done in non-compliance with DOB permit possibly issued after designation","Warning Letter Issued","Closed","36","BK-03",,"40.69368108197","-73.95081265404"
"CMP-25-00744","06/18/2025","1016","FIFTH AVENUE","MANHATTAN","1494","69","1046770","10028","Metropolitan Museum - Historic District","The planter installed is not in compliance with the permit (Certificate of No Effect 25-07009).","Warning Letter Issued","Closed","04","MN-08",,"40.77931045211","-73.96145887973"
"CMP-25-00748","06/20/2025","57","WEST 86TH STREET","MANHATTAN","1200","2","1031397","10024","Upper West Side/Central Park West - Historic District","Newly painted limestone storefront areas on Art Deco contributing property at 57 W 86 Street","Warning Letter Issued","Closed","06","MN-07",,"40.78608455691","-73.97119413604"
"CMP-26-00027","06/20/2025","257","HANCOCK STREET","BROOKLYN","1834","66","3052403","11216","Bedford - Historic District","Replacement of stained glass in noncompliance","No Warning Letter Issued","Closed","36","BK-03",,"40.68304278787","-73.94568261277"
"CMP-25-00749","06/20/2025","370","RIVERSIDE DRIVE","MANHATTAN","1893","32","1057312","10025","Morningside Heights - Historic District","Demised granite engaged posts on West 109 street entry at 370 riverside drive/ new material added to loss area.","No Warning Letter Issued","Closed","07","MN-07",,"40.80413586352","-73.96823524297"
"CMP-25-00750","06/20/2025","505","LAGUARDIA PLACE","MANHATTAN","524","1","1008241","10012","University Village now called Silver Towers I & II and 505 LaGuardia Place - Individual Landmark","Bust of Sylvette, dogs are relieving themselves on the lawn and kids are playing up against the statue","No Warning Letter Issued","Closed","02","MN-02",,"40.72766626092","-73.9992820181"
"CMP-26-00026","06/23/2025","57","GREAT JONES STREET","MANHATTAN","530","132","1008505","10012","NoHo  Extension - Historic District","Installation of a mural","Warning Letter Issued","Closed","02","MN-02",,"40.72660103636","-73.99224303305"
"CMP-25-00757","06/23/2025","260","LENOX AVENUE","MANHATTAN","1721","35","1053414","10027","Mount Morris Park - Historic District","Building has been doing  is doing active interior construction for the past 3 years.","No Warning Letter Issued","Closed","09","MN-10",,"40.80663915617","-73.94630058482"
"CMP-25-00758","06/23/2025","104","GREENWICH AVENUE","MANHATTAN","617","33","1011088","10011","Greenwich Village - Historic District","Illegal work being done on the roof at 104 Greenwich ave.","No Warning Letter Issued","Closed","03","MN-02",,"40.73822805882","-74.0020785082"
"CMP-25-00761","06/24/2025","34-28","88TH STREET","QUEENS","1448","20","4035622","11372","Jackson Heights - Historic District","Installation of fence/gate at sideyard without permit(s).","Warning Letter Issued","Closed","25","QN-03",,"40.75340643758","-73.87930351815"
"CMP-25-00760","06/24/2025","64","WEST 83RD STREET","MANHATTAN","1196","158","1031212","10024","Upper West Side/Central Park West - Historic District","Building  need of a painting and the steps and cement leading up to the steps are cracked and present a potential hazard.","Warning Letter Issued","Closed","06","MN-07",,"40.78424875316","-73.97293905075"
"CMP-25-00767","06/24/2025","10","RICHMOND TERRACE","STATEN ISLAND","7","1","5000063","10301","Staten Island Borough Hall - Individual Landmark","Work on balustrade, ramp, and paving without permit posted.","No Warning Letter Issued","Closed","49","SI-01",,"40.6423670739","-74.07527371942"
"CMP-25-00765","06/25/2025","64","WEST 83RD STREET","MANHATTAN","1196","158","1031212","10024","Upper West Side/Central Park West - Historic District","Cement on sidewalk cracked. Steps have cracks that appear to look dangerous. Needs paint job desperately.","No Warning Letter Issued","Closed","06","MN-07",,"40.78424875316","-73.97293905075"
"CMP-25-00764","06/25/2025","36","HAMILTON TERRACE","MANHATTAN","2050","173","1061021","10031","Hamilton Heights - Historic District","Homeowner is removing front façade bricks and replacing them with non-matching bricks with no apparent LPC approval permit posted","Warning Letter Issued","Closed","09","MN-09",,"40.82262730929","-73.94663092713"
"CMP-26-00015","06/26/2025","151","MERCER STREET","MANHATTAN","513","31","1007981","10012","SoHo-Cast Iron - Historic District","Installation of window signage","Warning Letter Issued","Closed","01","MN-02",,"40.72502853883","-73.99826464509"
"CMP-25-00766","06/26/2025","1669","EAST 22ND STREET","BROOKLYN","6785","72","3182645","11229","Wyckoff-Bennett Homestead - Individual Landmark","Failure to maintain","No Warning Letter Issued","Closed","48","BK-15",,"40.61056387902","-73.95151498382"
"CMP-25-00768","06/26/2025","104","GREENWICH AVENUE","MANHATTAN","617","33","1011088","10011","Greenwich Village - Historic District","Building structure at roof","No Warning Letter Issued","Closed","03","MN-02",,"40.73822805882","-74.0020785082"
"CMP-25-00770","06/26/2025","74","WELLINGTON COURT","BROOKLYN","6691","38","3253659","11230","Fiske Terrace-Midwood Park - Historic District","The owners of the building are cutting the tress on landmark property.","No Warning Letter Issued","Closed","45","BK-14",,"40.63090637465","-73.9609357251"
"CMP-25-00771","06/26/2025","74","WELLINGTON COURT","BROOKLYN","6691","38","3253659","11230","Fiske Terrace-Midwood Park - Historic District","A 100-year-old tree being removed today from a house at the corner of Wellington Court and E. 17th St","No Warning Letter Issued","Closed","45","BK-14",,"40.63090637465","-73.9609357251"
"CMP-25-00772","06/26/2025","74","WELLINGTON COURT","BROOKLYN","6691","38","3253659","11230","Fiske Terrace-Midwood Park - Historic District","Tree that was over 100 years old was removed from the yard of 74 Wellington Court.","No Warning Letter Issued","Closed","45","BK-14",,"40.63090637465","-73.9609357251"
"CMP-25-00774","06/28/2025","807","MANHATTAN AVENUE","BROOKLYN","2596","7501","3065317","11222","Greenpoint - Historic District","Big « flynstoned cannabis » signage","No Warning Letter Issued","Closed","33","BK-01",,"40.72790376188","-73.95315421749"
"CMP-25-00775","06/28/2025","25","BROAD STREET","MANHATTAN","25","7502","1000824","10004",,"New restaurant has continued to retrofit, hang contractor advertisements, angled change the ground floor.","No Warning Letter Issued","Closed","01","MN-01",,"40.70611385495","-74.01126037587"
"CMP-26-00007","06/29/2025","312","WEST 87TH STREET","MANHATTAN","1248","39","1033944","10024","Riverside-West End - Historic District","New door installed and alterations to ledge","Warning Letter Issued","Closed","06","MN-07",,"40.78979967145","-73.97795652451"
"CMP-26-00001","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-25-00773","06/30/2025","1137","PARK PLACE","BROOKLYN","1237","63","3031367","11213","Crown Heights North  III - Historic District","Chipping away at the brownstone. Brownstone is getting destroyed.","Warning Letter Issued","Closed","36","BK-08",,"40.67286497597","-73.93978954048"
"CMP-26-00006","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-26-00005","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-26-00003","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintiain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-25-00777","06/30/2025","478","WILLOUGHBY AVENUE","BROOKLYN","1766","25","3049048","11206","Willoughby-Hart - Historic District","No permit being provided.","No Warning Letter Issued","Closed","36","BK-03",,"40.69370842304","-73.95056381212"
"CMP-26-00004","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-26-00014","06/30/2025","78","WEST 12TH STREET","MANHATTAN","575","16","1009566","10011","Greenwich Village - Historic District","Coating stoop without permits","No Warning Letter Issued","Closed","02","MN-02",,"40.73583187784","-73.99734422392"
"CMP-25-00776","06/30/2025","478","WILLOUGHBY AVENUE","BROOKLYN","1766","25","3049048","11206","Willoughby-Hart - Historic District","Illegal work, buiding is occupied; installed an HVAC system without any permits (DOB SWO)","No Warning Letter Issued","Closed","36","BK-03",,"40.69370842304","-73.95056381212"
"CMP-26-00002","06/30/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-26-00008","07/01/2025","807","MANHATTAN AVENUE","BROOKLYN","2596","7501","3065317","11222",,"Insensitive modification to the Neo-Classical facade of Greenpoint Savings Bank in Brooklyn is legal. “Monet” and related artwork now appears on the dome of this NYC landmark.","No Warning Letter Issued","Closed","33","BK-01",,"40.72790376188","-73.95315421749"
"CMP-26-00011","07/02/2025","1137","PARK PLACE","BROOKLYN","1237","63","3031367","11213","Crown Heights North  III - Historic District","Chipping away at the brownstone. Brownstone is getting destroyed.","No Warning Letter Issued","Closed","36","BK-08",,"40.67286497597","-73.93978954048"
"CMP-26-00010","07/02/2025","251","FENIMORE STREET","BROOKLYN","5038","61","3115417","11225","Prospect Lefferts Gardens - Historic District","Removal of bluestone sidewalk","No Warning Letter Issued","Closed","40","BK-09",,"40.65845610734","-73.95437074917"
"CMP-26-00009","07/02/2025","46","EAST 70TH STREET","MANHATTAN","1384","42","1041311","10021","Upper East Side - Historic District","No permit,  the east side façade of the building is being altered","No Warning Letter Issued","Closed","04","MN-08",,"40.77025970567","-73.96589751335"
"CMP-26-00013","07/03/2025","1","CLARKSON STREET","MANHATTAN","582","50","1088894","10014","Greenwich Village  Extension II - Historic District","Failure to Maintain","No Warning Letter Issued","Closed","03","MN-02",,"40.7293706178","-74.00565380111"
"CMP-26-00016","07/03/2025","50","CENTRAL PARK WEST","MANHATTAN","1117","36","1028138","10023","Upper West Side/Central Park West - Historic District","Unpermitted additions to the roof","No Warning Letter Issued","Closed","06","MN-07",,"40.77169015261","-73.97927307029"
"CMP-26-00018","07/03/2025","481","WILLOUGHBY AVENUE","BROOKLYN","1758","70","3048792","11206","Willoughby-Hart - Historic District","Painted the stoop and facade without any landmark approval; also did some work on one of the floors.","No Warning Letter Issued","Closed","36","BK-03",,"40.69374950142","-73.95034741479"
"CMP-26-00017","07/03/2025","78-02","37TH AVENUE","QUEENS","1289","1","4029915","11372","Jackson Heights - Historic District","Historic door replaced","No Warning Letter Issued","Closed","25","QN-03",,"40.74936384657","-73.88787169301"
"CMP-26-00012","07/03/2025","478","WILLOUGHBY AVENUE","BROOKLYN","1766","25","3049048","11206","Willoughby-Hart - Historic District","Renovation is being done without permits in the rear of property.","No Warning Letter Issued","Closed","36","BK-03",,"40.69370842304","-73.95056381212"
"CMP-26-00020","07/04/2025","215","LINCOLN ROAD","BROOKLYN","1328","73","3035309","11225","Prospect Lefferts Gardens - Historic District","Changed all the windows in front and back of house.  Second floor ripped out all the windows, knocked down the wall framing put in sliding doors, deck and a staircase.","No Warning Letter Issued","Closed","40","BK-09",,"40.66128091898","-73.95547535519"
"CMP-26-00019","07/04/2025","1926","EAST 28TH STREET","BROOKLYN","7306","14","3197453","11229","Elias Hubbard Ryder House - Individual Landmark","Failure to maintain","No Warning Letter Issued","Closed","48","BK-15",,"40.60428889446","-73.9445978758"
"CMP-26-00021","07/06/2025","181","DUANE STREET","MANHATTAN","143","13","1001547","10013","Tribeca West - Historic District","New restaurant has an incredibly bright LED sign in their display window.","No Warning Letter Issued","Closed","01","MN-01",,"40.71741139685","-74.01017645891"
"CMP-26-00024","07/07/2025","296","PARK PLACE","BROOKLYN","1165","22","3029090","11238","Prospect Heights - Historic District","Construction at façade and scaffold with no permits","Warning Letter Issued","Closed","35","BK-08",,"40.67651858474","-73.96795353459"
"CMP-26-00023","07/07/2025","605","WATER STREET","MANHATTAN","244","19","1003141","10002",,"WORK CONTRARY TO STOP WORK ORDER","No Warning Letter Issued","Closed","01","MN-03",,"40.71124880748","-73.98444996154"
"CMP-26-00050","07/07/2025","100","FIFTH AVENUE","MANHATTAN","817","7502","1080621","10011","Ladies' Mile - Historic District","Installation of security cameras,","Warning Letter Issued","Closed","03","MN-05",,"40.73688019089","-73.99299239361"
,"07/07/2025","100","fifth avenue",,,,,,,,,,,,,,
"CMP-26-00030","07/08/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Installation of sculpture on sidewalk","Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00034","07/08/2025","472","BAY RIDGE PARKWAY","BROOKLYN","5941","36","3148777","11209","Bay Ridge Parkway-Doctors' Row - Historic District","Mailboxes installed at either side of entry door","No Warning Letter Issued","Closed","47","BK-10",,"40.62994171712","-74.02341012486"
"CMP-26-00028","07/08/2025","537","HALSEY STREET","BROOKLYN","1661","77","3046193","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Painted exterior brown, replaced fencing and lights next to entrance. Replaced gate under stoop.","Warning Letter Issued","Closed","36","BK-03",,"40.68397094175","-73.93109005015"
"CMP-26-00036","07/09/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Signage/sculpture installed at storeront window","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00029","07/09/2025","605","WATER STREET","MANHATTAN","244","19","1003141","10002",,"They're violating the stop worker order by the DOB.","No Warning Letter Issued","Closed","01","MN-03",,"40.71124880748","-73.98444996154"
"CMP-26-00035","07/09/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Installation of sculpture at storefront window","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00031","07/09/2025","506","11TH STREET","BROOKLYN","1096","14","3026267","11215","Park Slope  Extension - Historic District","Proposing antennas that will block the fire escape and detract from the historic district","No Warning Letter Issued","Closed","39","BK-06",,"40.665366858","-73.98193024295"
"CMP-26-00032","07/10/2025","137","MILTON STREET","BROOKLYN","2563","67","3064848","11222","Greenpoint - Historic District","Replacement of door","Warning Letter Issued","Closed","33","BK-01",,"40.72938404128","-73.95530717841"
"CMP-26-00033","07/10/2025","195","MAPLE STREET","BROOKLYN","5029","60","3114764","11225","Prospect Lefferts Gardens - Historic District","Installation of areaway wall","Warning Letter Issued","Closed","40","BK-09",,"40.66059708962","-73.95450624894"
"CMP-26-00038","07/10/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Sculpture at storefront window","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00051","07/10/2025","207","BROOKLYN AVENUE","BROOKLYN","1243","8","3031636","11213","Crown Heights North  III - Historic District","Installation of rear deck and painting stoop and façade black, replacing door","Warning Letter Issued","Closed","36","BK-08",,"40.67272468996","-73.94465278234"
"CMP-26-00040","07/11/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Sculpture installed at storefront window","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00044","07/11/2025","495","AMSTERDAM AVENUE","MANHATTAN","1214","61","1032123","10024","Upper West Side/Central Park West - Historic District","Windows installed without permits","Warning Letter Issued","Closed","06","MN-07",,"40.78617076726","-73.97610883268"
"CMP-26-00056","07/11/2025","234","WEST 75TH STREET","MANHATTAN","1166","53","1030731","10023","West End-Collegiate  Extension - Historic District","Landlord installing new windows, trim, sheet metal etc at rear facade without permits.","Warning Letter Issued","Closed","06","MN-07",,"40.78125325595","-73.98188074016"
"CMP-26-00041","07/13/2025","197","PARK PLACE","BROOKLYN","1158","73","3028751","11238","Prospect Heights - Historic District","Painting entry door blue","No Warning Letter Issued","Closed","35","BK-08",,"40.67719738113","-73.97111498558"
"CMP-26-00039","07/14/2025","141","WAVERLY PLACE","MANHATTAN","593","3","1010261","10014","Greenwich Village - Historic District","replacement of storefront","Warning Letter Issued","Closed","03","MN-02",,"40.73319968813","-74.00059896931"
"CMP-26-00042","07/14/2025","312","WEST 82ND STREET","MANHATTAN","1244","83","1033755","10024","Riverside-West End  Extension I - Historic District","Complaint for removal of historic ironwork","No Warning Letter Issued","Closed","06","MN-07",,"40.78643501972","-73.98009904094"
"CMP-26-00048","07/14/2025","355","BARD AVENUE","STATEN ISLAND","102","1","5106523","10310",,"Water is being transferred in a dangerous and unnatural way after a change of grade","No Warning Letter Issued","Closed","49","SI-01",,"40.63547750853","-74.10668381997"
"CMP-26-00053","07/14/2025","77-05","37TH AVENUE","QUEENS","1277","36","4029588","11372","Jackson Heights - Historic District","Installation of signage ""Lakeside'","No Warning Letter Issued","Closed","25","QN-03",,"40.74928241386","-73.88881020203"
"CMP-26-00037","07/14/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Sculpture at storefront window","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00043","07/14/2025","107","WEST 132ND STREET","MANHATTAN","1917","27","1058160","10027","Central Harlem — West 130-132nd Street - Historic District","Fire damaged building unsealed and unrepaired since 2023","Warning Letter Issued","Closed","09","MN-10",,"40.81245355857","-73.94283507406"
"CMP-26-00054","07/15/2025","211","WEST 149TH STREET","MANHATTAN","2035","1","1084145","10039","Dunbar Apartments - Individual Landmark","Interior water damage and mold","No Warning Letter Issued","Closed","09","MN-10",,"40.82448935327","-73.93791439572"
"CMP-26-00065","07/15/2025","813","8TH AVENUE","BROOKLYN","1091","4","3025923","11215","Park Slope  Extension - Historic District","Large amounts of front façade masonry had been removed and water was pouring down the façade, in front of and behind the masonry, over the historic wood front doors, etc.","No Warning Letter Issued","Closed","39","BK-06",,"40.6662117202","-73.97882643175"
"CMP-26-00058","07/15/2025","57","JAY STREET","BROOKLYN","41","7","3000092","11201","DUMBO - Historic District","Door surround painted electric blue","Warning Letter Issued","Closed","33","BK-02",,"40.70294617284","-73.98664832456"
"CMP-26-00057","07/15/2025","486","BROADWAY","MANHATTAN","473","14","1079892","10013","SoHo-Cast Iron - Historic District","Painting windows","Warning Letter Issued","Closed","01","MN-02",,"40.72164426544","-73.99996392377"
"CMP-26-00055","07/15/2025","468","WEST 145TH STREET","MANHATTAN","2059","57","1061323","10031","Hamilton Heights  Extension - Historic District","The façade is still in violation after over a year.","No Warning Letter Issued","Closed","07","MN-09",,"40.82493574873","-73.94691813358"
"CMP-26-00052","07/15/2025","1178","DEAN STREET","BROOKLYN","1212","35","3030324","11216","Crown Heights North - Historic District","Painting stoop without permits","Warning Letter Issued","Closed","36","BK-08",,"40.67691046343","-73.95066639409"
"CMP-26-00049","07/15/2025","479","WILLOUGHBY AVENUE","BROOKLYN","1758","71","3048793","11206","Willoughby-Hart - Historic District","Workers have removed the front areaway gate (which is new and unhistoric and installed unpermitted in 2025) but now they’ve removed it without a landmarks permit","No Warning Letter Issued","Closed","36","BK-03",,"40.6937412951","-73.95041233096"
"CMP-26-00045","07/15/2025","289","JEFFERSON AVENUE","BROOKLYN","1829","70","3052038","11216","Bedford - Historic District","Failure to maintiane façade","Warning Letter Issued","Closed","36","BK-03",,"40.68376204534","-73.94595244499"
"CMP-26-00083","07/16/2025","901","BROADWAY","MANHATTAN","848","68","1016185","10003","(Former) Lord & Taylor Building - Individual Landmark;  Ladies' Mile - Historic District","Installation of flagpole without permits","Warning Letter Issued","Closed","03","MN-05",,"40.73911143561","-73.98979496676"
"CMP-26-00047","07/16/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Signage above the storefront violates the landmark requirements for the building, as do the gold paint on the bricks and the very large metal diorama in front of the window on the street.","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00059","07/17/2025","143","ALLEN STREET","MANHATTAN","415","23","1005486","10002","143 Allen Street House - Individual Landmark","Installed plywood wall.","Warning Letter Issued","Closed","01","MN-03",,"40.72032084066","-73.98980866664"
"CMP-26-00064","07/17/2025","213","HANCOCK STREET","BROOKLYN","1833","55","3052313","11216","Bedford - Historic District","Unspecified work without permit","No Warning Letter Issued","Closed","36","BK-03",,"40.68280221447","-73.94777040631"
"CMP-26-00046","07/17/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Installation of signage and construction without approval","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00069","07/18/2025","4404","6TH AVENUE","BROOKLYN","739","37","3011271","11220","Sunset Park North - Historic District","FDNY planning to remove fire alarm box","No Warning Letter Issued","Closed","38","BK-07",,"40.64703853259","-74.00473511634"
"CMP-26-00067","07/18/2025","26","HILLCREST AVENUE","QUEENS","8094","12","4168654","11363","Douglaston - Historic District","Alterations to garage","Warning Letter Issued","Closed","19","QN-11",,"40.77146762969","-73.74881509284"
"CMP-26-00063","07/18/2025","41-22","52ND STREET","QUEENS","1314","33","4030742","11377",,"Alterations to cornice","No Warning Letter Issued","Closed","26","QN-02",,"40.74560543846","-73.91219855168"
"CMP-26-00062","07/18/2025","188","SPRING STREET","MANHATTAN","489","22","1007357","10012","Sullivan-Thompson - Historic District","Rear yard excavation","No Warning Letter Issued","Closed","01","MN-02",,"40.72501479122","-74.00291510702"
"CMP-26-00061","07/18/2025","62","READE STREET","MANHATTAN","150","7506","1001637","10007","Tribeca South - Historic District","Cut into the cornice to put a new ladder to the roof, new windows don't follow the arch of the top of the window, new patches on the masonry look orange - they don't match the stone, they painted the windows, cornices, and ground floor white.","No Warning Letter Issued","Closed","01","MN-01",,"40.71496333713","-74.00649307098"
"CMP-26-00060","07/18/2025","296","PARK PLACE","BROOKLYN","1165","22","3029090","11238","Prospect Heights - Historic District","Work at stoop and façade, no permits displayed","No Warning Letter Issued","Closed","35","BK-08",,"40.67651858474","-73.96795353459"
"CMP-26-00066","07/19/2025","213","EAST 83RD STREET","MANHATTAN","1529","8","1048696","10028",,"Façade preservation","No Warning Letter Issued","Closed","05","MN-08",,"40.77665390151","-73.95487467581"
"CMP-26-00077","07/21/2025","188","SPRING STREET","MANHATTAN","489","22","1007357","10012","Sullivan-Thompson - Historic District","Illegal work at exterior.  There is a stop work order placed by the Department of buildings and the neighbor is still working through the work order.","No Warning Letter Issued","Closed","01","MN-02",,"40.72501479122","-74.00291510702"
"CMP-26-00068","07/21/2025","25","BROAD STREET","MANHATTAN","25","7502","1000824","10004","Broad Exchange Building - Individual Landmark","Altering areaway ironwork","Warning Letter Issued","Closed","01","MN-01",,"40.70611385495","-74.01126037587"
"CMP-26-00070","07/21/2025","380","WEST BROADWAY","MANHATTAN","488","32","1007337","10012","SoHo-Cast Iron  Extension - Historic District","Installation of signage and alterations to storefront","Warning Letter Issued","Closed","01","MN-02",,"40.72385376786","-74.00253263549"
"CMP-26-00071","07/21/2025","813","MANHATTAN AVENUE","BROOKLYN","2573","19","3065107","11222","Greenpoint - Historic District","Alterations to storefronts and signage, façade work","Warning Letter Issued","Closed","33","BK-01",,"40.72823320875","-73.95334160088"
"CMP-26-00084","07/21/2025","105","8TH AVENUE","BROOKLYN","1068","7502","3024796","11215","Park Slope - Historic District","Installation of lighting at the transom","Warning Letter Issued","Closed","39","BK-06",,"40.67259497903","-73.97355033379"
"CMP-26-00076","07/21/2025","62","JANE STREET","MANHATTAN","625","7","1011417","10014","Greenwich Village - Historic District","painting front door and replaced light fixtures","Warning Letter Issued","Closed","03","MN-02",,"40.73812910883","-74.00602622144"
"CMP-26-00078","07/21/2025","626","HUDSON STREET","MANHATTAN","626","22","1011647","10014","Greenwich Village - Historic District","Installation of signage","No Warning Letter Issued","Closed","03","MN-02",,"40.73830205181","-74.0055571288"
"CMP-26-00079","07/21/2025","294","CLINTON AVENUE","BROOKLYN","1929","26","3055289","11205","Clinton Hill - Historic District","Removal of windows","Warning Letter Issued","Closed","35","BK-02",,"40.6891884766","-73.96803398612"
"CMP-26-00075","07/21/2025","60","JANE STREET","MANHATTAN","625","8","1011418","10014","Greenwich Village - Historic District","Installation of stoop gate","Warning Letter Issued","Closed","03","MN-02",,"40.73813186288","-74.00584579589"
"CMP-26-00074","07/22/2025","776","DAWSON STREET","BRONX","2701","25","2005429","10455","Longwood - Historic District","Replacing roof","No Warning Letter Issued","Closed","17","BX-02",,"40.81754043764","-73.89989952584"
"CMP-26-00073","07/22/2025","776","DAWSON STREET","BRONX","2701","25","2005429","10455","Longwood - Historic District","Replacement of roof shingles","Warning Letter Issued","Closed","17","BX-02",,"40.81754043764","-73.89989952584"
"CMP-26-00072","07/22/2025","1028","AMSTERDAM AVENUE","MANHATTAN","1882","36","1056909","10025","Morningside Heights - Historic District","Sf alteration in noncompliance","Warning Letter Issued","Closed","07","MN-09",,"40.80343182552","-73.96354351785"
